Item_Weight,Item_Fat_ContentLF,Item_Fat_Contentlow fat,Item_Fat_ContentLow Fat,Item_Fat_Contentreg,Item_Fat_ContentRegular,Item_Visibility,Item_TypeBaking Goods,Item_TypeBreads,Item_TypeBreakfast,Item_TypeCanned,Item_TypeDairy,Item_TypeFrozen Foods,Item_TypeFruits and Vegetables,Item_TypeHard Drinks,Item_TypeHealth and Hygiene,Item_TypeHousehold,Item_TypeMeat,Item_TypeOthers,Item_TypeSeafood,Item_TypeSnack Foods,Item_TypeSoft Drinks,Item_TypeStarchy Foods,Item_MRP,Outlet_Establishment_Year1985,Outlet_Establishment_Year1987,Outlet_Establishment_Year1997,Outlet_Establishment_Year1998,Outlet_Establishment_Year1999,Outlet_Establishment_Year2002,Outlet_Establishment_Year2004,Outlet_Establishment_Year2007,Outlet_Establishment_Year2009,Outlet_SizeOther,Outlet_SizeHigh,Outlet_SizeMedium,Outlet_SizeSmall,Outlet_Location_TypeTier 1,Outlet_Location_TypeTier 2,Outlet_Location_TypeTier 3,Outlet_TypeGrocery Store,Outlet_TypeSupermarket Type1,Outlet_TypeSupermarket Type2,Outlet_TypeSupermarket Type3
14.35,0,0,1,0,0,0.028519419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109.2228,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
8.52,0,0,1,0,0,0.027101431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.7682,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7.645,0,0,0,0,1,0.067083367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.0112,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.1,0,0,1,0,0,0.020652362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149.5734,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14.8,0,0,1,0,0,0.081042136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,192.4846,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20.75,0,0,1,0,0,0.021336565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153.6024,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
10.8,0,0,1,0,0,0.029001987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238.6222,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18.35,0,0,1,0,0,0.069745165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,190.2872,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
13.5,0,0,0,0,1,0.068148886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.6562,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
20.5,0,0,1,0,0,0.144094079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.819,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.35,0,0,0,0,1,0.186616421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6328,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8.895,0,0,1,0,0,0.105323859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.1138,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16.7,0,0,1,0,0,0.022110425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.8886,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16.2,0,0,1,0,0,0.019374768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.8972,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7.26,0,0,1,0,0,0.014482278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118.115,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
6.65,0,0,1,0,0,0.087805788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7678,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13.35,0,0,1,0,0,0.048027043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.9166,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.35,0,0,1,0,0,0.055908268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.048522793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.6506,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.46,0,0,0,0,1,0.032359413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187.424,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
18.25,0,0,1,0,0,0.088807455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.3452,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.185,1,0,0,0,0,0.046556408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.7692,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7.5,0,0,1,0,0,0.050750977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122.2072,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.65,0,0,1,0,0,0.035404052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.601,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14.3,0,0,1,0,0,0.130390458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2328,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17.85,0,0,1,0,0,0.074422769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128.002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6.425,0,0,1,0,0,0.105742544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130.5626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6.825,0,0,0,0,1,0.046729336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,153.4998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.073470234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205.3638,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20.25,0,0,1,0,0,0.058886477,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245.546,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.2,0,0,1,0,0,0.18293775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243.0196,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.7,0,0,1,0,0,0.020993364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166.8474,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
9.695,0,0,0,0,1,0.029223424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175.437,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.068489201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,259.3278,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.75,1,0,0,0,0,0.043326511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6436,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.136532569,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159.6578,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19.75,0,0,0,0,1,0.018051091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179.866,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5.325,0,0,0,0,1,0.23212188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.5298,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,0,0,1,0.057620562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.4518,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,1,0,0,0,0,0.045865089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,152.3682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.021002171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185.1924,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6.71,0,0,0,0,1,0.029727657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6142,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.35,0,0,1,0,0,0.080527065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.2,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.8034,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5.82,0,0,0,1,0,0.054020537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.633,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5.59,0,0,0,0,1,0.056833394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.9168,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
18.5,0,0,0,0,1,0.062256921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.0418,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.089512542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133.1626,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14,0,0,0,0,1,0.060427062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153.5656,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
7.605,0,0,1,0,0,0.216323008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165.021,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.135612397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61.1536,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
9.6,0,0,1,0,0,0.085125951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.128,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17.7,0,0,0,0,1,0.122565413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103.8674,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.7,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.377,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
13.65,0,0,1,0,0,0.077670981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.093,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.6,0,0,0,0,1,0.043201813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.1254,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.6,0,0,1,0,0,0.088215871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220.1798,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
20.25,0,0,1,0,0,0.036295834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,217.5482,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8.02,0,0,1,0,0,0.186528819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151.9998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18.35,0,0,1,0,0,0.099026525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.6,1,0,0,0,0,0.054020537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.8124,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10,0,0,0,0,1,0.063162608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228.6668,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16.1,0,0,0,0,1,0.063429818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179.4318,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13,0,0,0,0,1,0.139785104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196.2426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
16.1,0,0,0,0,1,0.04807227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.5362,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
19,0,0,1,0,0,0.112097433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105.5622,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.6,0,0,1,0,0,0.010037996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,163.5552,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6.32,0,0,1,0,0,0.012789884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.1822,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9.3,0,0,0,0,1,0.033431669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153.1314,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11.1,0,0,0,0,1,0.03623131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175.0712,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.086360962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151.2682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6.15,0,0,1,0,0,0.046232445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4384,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.85,0,0,1,0,0,0.097618234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223.9746,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.1,0,0,0,0,1,0.046808553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.4838,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
13.15,0,0,0,0,1,0.03810738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.3856,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16.5,0,0,0,0,1,0.093846532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7068,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11.65,0,0,1,0,0,0.040744057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185.924,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.15,0,0,1,0,0,0.022831052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.292,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.35,0,0,0,0,1,0.076878416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113.9518,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.35,0,0,0,0,1,0.021501067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122.2098,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16.5,0,0,0,0,1,0.07964724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.4332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21.35,0,0,1,0,0,0.068809463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258.5278,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16,0,0,0,0,1,0.115570552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.5246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20.5,0,0,1,0,0,0.143164371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.919,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.75,0,0,0,0,1,0.018008071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180.466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17.6,0,0,1,0,0,0.015775777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.1976,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4.615,0,0,0,0,1,0.102407778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234.33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5.88,0,0,1,0,0,0.003606726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154.1998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11.8,0,0,0,0,1,0.093801337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126.0704,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.35,0,0,1,0,0,0.054020537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.9016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.35,0,0,0,0,1,0.033760862,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196.9426,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.031131455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.0228,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9,0,0,1,0,0,0.082177842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214.1534,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6.235,0,0,1,0,0,0.118858866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,263.291,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.6,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244.817,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16.75,0,0,1,0,0,0.105448901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.163,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
17.1,0,0,0,0,1,0.046881328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.3838,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.825,0,0,0,0,1,0.078057026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154.5998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6.78,0,0,0,0,1,0.140955857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.212,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
16,0,0,0,0,1,0.107186944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.9634,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
15,0,0,1,0,0,0.153960209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105.9938,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7.39,0,0,1,0,0,0.093160853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251.3066,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
17.6,0,0,1,0,0,0.05629192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.5454,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.65,0,0,0,0,1,0.15604396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239.6538,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.85,0,0,1,0,0,0.044463491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127.102,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11.15,0,0,0,0,1,0.00827301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150.4708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.7,0,1,0,0,0,0.030697825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.877,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14.65,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.4614,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.101281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18.25,0,0,1,0,0,0.012300013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.4894,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20.7,0,0,0,0,1,0.054020537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7042,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.85,0,0,1,0,0,0.057313443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.3956,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.575,0,0,0,0,1,0.075625152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.7444,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.75,0,0,1,0,0,0.030568919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177.866,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.198424841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185.2924,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,0,0,0,0,1,0.029578726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.5786,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,1,0,0,0,0,0.213125482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.9428,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
16.7,0,0,0,0,1,0.120137953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181.2976,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
10.85,0,0,1,0,0,0.028679894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115.1808,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10,0,0,1,0,0,0.099804623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113.7544,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13.65,0,0,0,0,1,0.044526443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.9532,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
19,0,0,0,0,1,0.162882227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.8718,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
9.6,0,0,0,0,1,0.022404493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.499,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12,0,0,1,0,0,0.075975642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1388,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5.925,0,0,0,0,1,0.09644909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.8086,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13,0,0,1,0,0,0.041816615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254.5014,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.18,0,0,0,0,1,0.082867689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.5588,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.8,0,0,1,0,0,0.076214289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.541,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19.2,0,0,1,0,0,0.124301968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.7488,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14.5,0,0,0,0,1,0.097201128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159.4262,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5.19,0,0,1,0,0,0.042861968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196.811,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.3,0,0,0,0,1,0.0713931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0536,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.6,0,0,1,0,0,0.041256807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.8514,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17.75,0,0,1,0,0,0.034746076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.35,0,0,1,0,0,0.093441604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119.1124,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
14.35,0,0,1,0,0,0.017024598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109.8228,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.365,0,0,1,0,0,0.007363189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.2536,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.014484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143.9102,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
